event_id,recording_id,category,gt_time,Matched pred_time,pred_score,offset,prev_segment_label,next_segment_label,containing_segment_label,nearest_previous_segment_label,nearest_next_segment_label,nearest_gt_boundary_time,distance_to_nearest_gt,clip_path,contact_sheet_path,score_plot_path,primary_error_type,secondary_error_type,visual_evidence_present,notes,gt_label_quality,boundary_status,corrected_boundary_time,semantic_label_status,corrected_primary_verb,corrected_secondary_verbs,corrected_object,assigned_corrected_relation,contrastive_role,review_confidence
recording_000181_false_near_edge_t564.0,recording_000181,false_near_edge,566,564,0.872,,,,Clean sink drain strainer and wipe sink basin,Clean and re-seat sink strainer,Clean sink drain strainer and wipe sink basin,566,2,/workspace/tr1/results/boundary/error_audit/media/recording_000181_false_near_edge_t564.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000181_false_near_edge_t564.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000181_false_near_edge_t564.0_score_plot.png,annotation_error,incorrect_label,yes,"The prediction aligns with beginning to remove the sink strainer, while the later GT aligns with moving it toward the faucet. The supplied labels do not accurately describe these local phases and incorrectly mention basin wiping.",incorrect,valid_boundary_label_incorrect,564.0; 566.0,incorrect,remove,lift; reach faucet; begin rinsing,sink strainer,gt_and_pred_mark_different_valid_transitions_label_wrong,naming_hard_negative,high
recording_000134_false_near_edge_t562.5,recording_000134,false_near_edge,561.6,562.5,0.563,,,,Fold one tissue sheet and stack it,Fold one tissue sheet and stack it,Fold one tissue sheet and stack it,561.6,0.9,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5_score_plot.png,annotation_error,incorrect_label,yes,"The annotation label is semantically incorrect: the video shows reaching for the second folded tissue, picking it up, and beginning to unfold it, rather than folding and stacking a tissue sheet. The GT at 561.6 s marks the onset of reaching, while the prediction at 562.5 s marks actual contact and pickup. Both timestamps are visually defensible boundary locations, so the temporal discrepancy does not indicate a model localization failure.",incorrect,valid_boundary_label_incorrect,561.6–562.5,incorrect,unfold,reach; pick up,second tissue sheet,gt_pred_bracket_reach_to_contact_label_wrong,naming_hard_negative,high
recording_000110_false_near_edge_t504.0,recording_000110,false_near_edge,505.4,504,0.456,,,,Hand rinsing under faucet,Wipe back counter behind sink,Second squeegee cleaning session,505.4,1.4,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0_score_plot.png,ontology_granularity_mismatch,extra_fine_grained_transition,yes,"The prediction at 504.0 s aligns with a real transition from rinsing hands to turning off the faucet and ending the rinse. The later GT boundary at 505.4 s is closer to reaching for and picking up the squeegee, while the label ""Second squeegee cleaning session"" appears temporally premature for the visible action. This suggests that the prediction captures a valid but unannotated sub-action boundary rather than a spurious response.",incorrect,valid_unannotated_boundary,504.0; 505.4,partially_correct,turn off,finish rinsing; pick up squeegee,faucet and squeegee,gt_and_pred_mark_different_valid_transitions,boundary_positive,high
recording_000183_false_near_edge_t355.0,recording_000183,false_near_edge,353,355,0.538,,,,Sink strainer cleaning cycle,Complete sink strainer cleaning cycle,Sink strainer cleaning cycle,353,2,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0_score_plot.png,ontology_granularity_mismatch,extra_fine_grained_transition,yes,"The prediction corresponds to lifting the strainer and reaching toward the faucet, a distinct fine-grained transition not represented by the repeated cleaning-cycle labels.",weakly_supported,valid_unannotated_boundary,353.0; 355.0,correct_but_coarse,rinse,lift; reach faucet,sink strainer,gt_and_pred_mark_different_valid_transitions,boundary_positive,high
recording_000213_false_near_edge_t547.0,recording_000213,false_near_edge,548.5,547,0.9,,,,Rinse and re-seat sink strainer,Rinse and re-seat sink strainer,Clean and replace sink strainer,548.5,1.5,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_near_edge_t547.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_near_edge_t547.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_near_edge_t547.0_score_plot.png,annotation_ambiguity,multiple_valid_boundaries,yes,"The prediction marks the end of the previous action and entry into idle, while the GT marks the end of idle and onset of the next action. Both are defensible conventions around the same inter-action gap.",supported,ambiguous_boundary_window,547.0–548.5,correct_but_coarse,manipulate,finish; idle; re-engage,sink strainer,gt_pred_bracket_idle_interval,naming_soft_positive,high
recording_000102_false_mid_segment_t439.0,recording_000102,false_mid_segment,438,439,0.566,,,,fold and unfold tissue,fold and unfold tissue,fold and unfold tissue,438,1,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t439.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t439.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t439.0_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The prediction at 439 s occurs within the ongoing large back-and-forth wiping motion, with no clear semantic transition at that time. A genuine transition is visible near the later GT boundary at 441 s, where the motion changes to small circular wiping on the table. The 439 s prediction therefore appears to be a repetitive-motion false positive rather than a valid boundary.",incorrect,spurious_model_boundary,none at 439.0; true later boundary ~441.0,incorrect,wipe,large strokes; change to small circles,tissue / paper sheet,pred_spurious_before_later_valid_gt,boundary_motion_hard_negative,high
recording_000022_false_mid_segment_t240.0,recording_000022,false_mid_segment,237.5,240,0.493,,,,Grasp mug for repositioning,Shake water off hands,Scrub mug interior,237.5,2.5,/workspace/tr1/results/boundary/error_audit/media/recording_000022_false_mid_segment_t240.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000022_false_mid_segment_t240.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000022_false_mid_segment_t240.0_score_plot.png,annotation_ambiguity,adjacent_label_misaligned,yes,"OBS: Continuous mug handling and repositioning are visible throughout the clip. No distinct hand-shaking action is observed.
JUDGMENT: The automatic false-mid-segment label is questionable because the adjacent GT label ""Shake water off hands"" is not visually supported.
CAUSE: Likely annotation-label mismatch or temporal misalignment in the neighboring segment labels.",incorrect,ambiguous_boundary_window,unresolved,incorrect,reposition,grasp; handle,mug,adjacent_label_mismatch_prevents_reliable_boundary_assignment,naming_hard_negative,medium
recording_000220_false_mid_segment_t153.0,recording_000220,false_mid_segment,153.8,153,0.556,,,,Slipper pair flip cycle,Slipper pair flip cycle,Slipper pair flip cycle,153.8,0.8,/workspace/tr1/results/boundary/error_audit/media/recording_000220_false_mid_segment_t153.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_false_mid_segment_t153.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_false_mid_segment_t153.0_score_plot.png,model_motion_semantic_confusion,internal_subaction,no,"The predictions and the GT split an internal flip within one continuous slipper-pair flip cycle. Under cycle-level granularity, the later cycle completion should be retained instead.",misaligned,spurious_model_boundary,none at 153.0; retain ~155.8 cycle completion,correct_but_oversegmented,flip,flip to opposite side; flip back,slippers,gt_and_pred_spurious_internal_cycle_phase,boundary_motion_hard_negative,high
recording_000102_false_mid_segment_t484.0,recording_000102,false_mid_segment,490,484,0.645,,,,fold and unfold tissue,fold and unfold tissue,Fold and crease paper edge,490,6,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t484.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t484.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000102_false_mid_segment_t484.0_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The video shows a continuous small circular wiping motion with no visible semantic transition around the predicted boundaries. Multiple predictions are produced throughout the segment, likely due to sensitivity to repetitive motion patterns rather than true action changes. The annotation label may not fully describe the observed motion.",incorrect,spurious_model_boundary,none,incorrect,wipe,press; move in small circles,tissue / paper sheet,pred_spurious_within_repetitive_motion,boundary_motion_hard_negative,high
recording_000196_false_mid_segment_t243.0,recording_000196,false_mid_segment,227.8,243,0.625,,,,Repackage portable charger and close box,Inspect portable charger,"Unbox, inspect, and repackage portable charger (second unit)",227.8,15.2,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0_score_plot.png,annotation_error,missing_boundary,yes,The prediction marks finishing the first charger cycle and beginning the second-unit unboxing/inspection cycle. The annotation fails to provide a GT boundary at this object-instance transition.,incorrect,valid_unannotated_boundary,243.0,partially_correct,unbox,finish repacking first unit; pick up second unit; inspect,second portable charger,pred_valid_gt_missing_at_object_instance_change,boundary_positive,high
recording_000150_false_mid_segment_t498.5,recording_000150,false_mid_segment,500,498.5,0.47,,,,Inspect both sides of remote control,Inspect both sides of remote control,Inspect both sides of remote control,500,1.5,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5_score_plot.png,annotation_error,missing_boundary,yes,"The clip contains two visually distinct flip transitions: the remote is first flipped from the button side to the back side around 498.0–498.5 s, and later flipped back to the button side around 500.4–500.9 s. The prediction at 498.5 s correctly identifies the first transition, but no GT boundary is provided for it, indicating a missing annotated boundary. The GT at 500.0 s is broadly associated with the later flip but occurs near its preparation/onset. The additional prediction around 499.5 s falls within the intervening stable back-side-up state and does not represent the second true transition.",supported,valid_unannotated_boundary,498.0–498.5; 500.4–500.9,correct_but_coarse,flip,inspect front; inspect back,remote control,pred_matches_first_unannotated_flip_gt_matches_later_flip,boundary_positive,high
recording_000112_false_mid_segment_t429.0,recording_000112,false_mid_segment,433.8,429,0.581,,,,Wipe wet surfaces with squeegee,Wet counter and wall with water,Scrape water from counter corner,433.8,4.8,/workspace/tr1/results/boundary/error_audit/media/recording_000112_false_mid_segment_t429.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000112_false_mid_segment_t429.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000112_false_mid_segment_t429.0_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The video shows one continuous squeegee-wiping action with no semantic transition around 429 s. The model produces multiple peaks as the squeegee changes direction and moves across different parts of the sink surface, indicating sensitivity to repeated wiping strokes rather than true action boundaries. The containing label ""Wipe wet surfaces with squeegee"" is consistent with the observed action.",supported,spurious_model_boundary,none,correct,wipe,change stroke direction; continue squeegeeing,countertop / sink surface,pred_spurious_within_repetitive_motion,boundary_motion_hard_negative,high
recording_000176_false_mid_segment_t90.5,recording_000176,false_mid_segment,92.5,90.5,0.645,,,,Install sink strainer,Rinse sink strainer,Remove sink strainer,92.5,2,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_mid_segment_t90.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_mid_segment_t90.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_mid_segment_t90.5_score_plot.png,annotation_error,missing_boundary,yes,"The prediction marks removing the sink strainer, while the later GT marks reaching toward the faucet. The first transition is valid but unannotated, and the Remove label is assigned too late.",misaligned,valid_unannotated_boundary,90.5; 92.5,partially_correct,remove,reach faucet; begin rinsing,sink strainer,pred_valid_missing_first_boundary_gt_marks_second_transition,boundary_positive,high
recording_000188_false_gap_t456.0,recording_000188,false_gap,455.3,456,0.546,,,,,Unbox and inspect first packaged portable charger,Inspect first portable charger,455.3,0.7,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0_score_plot.png,annotation_error,missing_boundary,yes,"The prediction marks putting down the first charger and picking up the second charger for a new inspection cycle. This valid object-instance transition is unrepresented, and the next label incorrectly still refers to the first charger.",incorrect,valid_unannotated_boundary,455.0; 456.0,incorrect,inspect,put down first charger; pick up second charger,second portable charger,pred_valid_gt_missing_and_object_ordinal_wrong,naming_hard_negative,high
recording_000080_false_gap_t169.0,recording_000080,false_gap,169.7,169,0.648,,,,,Wipe table and discard used tissue,Wipe table and discard used tissue,169.7,0.7,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0_score_plot.png,ontology_granularity_mismatch,post_action_state_transition,yes,"The prediction occurs inside an unlabeled gap between segments. Visual inspection suggests that the model responds to a post-action state transition, where the hand releases the used tissue and leaves the workspace after completing the previous action. This is a meaningful visual change but does not correspond to a new annotated action boundary, indicating a mismatch between visual transitions and annotation granularity.",supported,spurious_model_boundary,none at 169.0 under action-level granularity,correct_but_coarse,wipe,discard; release; withdraw; idle,used tissue,pred_marks_post_action_idle_not_new_action,boundary_motion_hard_negative,high
recording_000110_false_gap_t178.5,recording_000110,false_gap,182.1,178.5,0.525,,,,,Wet countertop surface with water,Wipe sink right rim,182.1,3.6,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_gap_t178.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_gap_t178.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_gap_t178.5_score_plot.png,model_motion_semantic_confusion,internal_subaction,yes,"The video shows a continuous wiping action on the wet sink surface. The predicted boundary occurs when the wiping direction changes, producing a noticeable motion pattern shift, but this does not correspond to a semantic action transition. The prediction reflects sensitivity to internal motion variation rather than a true segment boundary.",supported,spurious_model_boundary,none,correct,wipe,change direction,countertop / sink surface,pred_marks_motion_direction_change_not_action_boundary,boundary_motion_hard_negative,high
recording_000030_false_gap_t556.0,recording_000030,false_gap,555,556,0.927,,,,,Reposition water bottle on table,Reposition water bottle on table,555,1,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0_score_plot.png,ontology_granularity_mismatch,same_action_cycle_boundary,yes,"Peak occurs in an unlabeled gap between two identical ""Reposition water bottle on table"" segments.",weakly_supported,valid_unannotated_boundary,556.0,correct_but_coarse,release,place; withdraw hands; regrasp,water bottle,pred_valid_fine_cycle_boundary_in_unlabeled_gap,boundary_positive,high
recording_000213_false_gap_t242.5,recording_000213,false_gap,239.8,242.5,0.504,,,,,Rinse and seat sink strainer,Clean and replace sink drain strainer,239.8,2.7,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5_score_plot.png,ontology_granularity_mismatch,extra_fine_grained_transition,yes,The earlier transition concerns removing the strainer; the prediction at 242.5 s marks moving the removed strainer toward the faucet and entering the rinsing phase. The coarse labels do not distinguish these phases.,weakly_supported,valid_unannotated_boundary,239.8–240.5; 242.5,correct_but_coarse,rinse,remove; reach faucet,sink strainer,pred_valid_second_transition_missing_from_coarse_gt,boundary_positive,high
recording_000105_false_gap_t505.5,recording_000105,false_gap,535.6,505.5,0.564,,,,,Crumple and discard a tissue,Discard folded tissue,535.6,30.1,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The clip shows one continuous action in which both hands press the tissue against the table while making large circular motions. No semantic transition is visible around the prediction. Multiple peaks are generated throughout the periodic motion, indicating repetitive-motion sensitivity rather than a valid action boundary. The absence of a local GT boundary is visually supported.",incorrect,spurious_model_boundary,none,incorrect,wipe,press; make large circles,tissue / paper sheet,pred_spurious_within_repetitive_motion,boundary_motion_hard_negative,high
recording_000105_false_gap_t501.5,recording_000105,false_gap,535.6,501.5,0.662,,,,,Crumple and discard a tissue,Discard folded tissue,535.6,34.1,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t501.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t501.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t501.5_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The clip shows one continuous action in which both hands press the tissue against the table while making large circular motions. No semantic transition is visible around the prediction. Multiple peaks are generated throughout the periodic motion, indicating repetitive-motion sensitivity rather than a valid action boundary. The absence of a local GT boundary is visually supported.",incorrect,spurious_model_boundary,none,incorrect,wipe,press; make large circles,tissue / paper sheet,pred_spurious_within_repetitive_motion,boundary_motion_hard_negative,high
recording_000134_false_gap_t528.0,recording_000134,false_gap,526,528,0.603,,,,,Fold fourth paper sheet,Fold one tissue sheet and stack it,526,2,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_gap_t528.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_gap_t528.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_gap_t528.0_score_plot.png,annotation_ambiguity,multiple_valid_boundaries,yes,"The GT marks the onset of reaching toward the next tissue, while the prediction marks actual contact and pickup after a brief hand hover. Both timestamps are visually defensible definitions of the transition into the next tissue-folding cycle. The offset therefore reflects multiple valid boundary conventions rather than a clear model localization error.",supported,ambiguous_boundary_window,526.0–528.0,partially_correct,retrieve,reach; hover; grasp; prepare to fold,tissue / paper sheet,gt_pred_bracket_reach_to_grasp,naming_soft_positive,high
recording_000220_early_t143.8,recording_000220,early,143.8,143.5,0.577,-0.3,,Slipper pair flip cycle,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8_score_plot.png,annotation_error,spurious_boundary,no,"Provisionally treated as an internal split within one slipper-pair flip cycle. The available media reviewed in the conversation corresponded to a nearby event rather than this exact row, so this judgment requires confirmation.",misaligned,spurious_gt_boundary,none,correct_but_oversegmented,flip,adjust orientation,slippers,gt_boundary_inside_continuous_flip_cycle,boundary_motion_hard_negative,high
recording_000102_early_t164.0,recording_000102,early,164,163.5,0.685,-0.5,Fold and crease sheet edge,Fold and crease sheet edge,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000102_early_t164.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000102_early_t164.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000102_early_t164.0_score_plot.png,model_motion_semantic_confusion,repetitive_motion,no,"The video shows one continuous action: both hands press the tissue against the table while making large back-and-forth wiping motions. No semantic transition is visible around 164 s. The score curve forms separate peaks around successive phases or direction changes of the repetitive motion, causing false boundary predictions. The annotation label ""Fold and crease sheet edge"" is also inconsistent with the observed action.",incorrect,spurious_model_boundary,none,incorrect,wipe,press; large back-and-forth strokes,tissue / paper sheet,gt_and_pred_spurious_within_repetitive_motion,boundary_motion_hard_negative,high
recording_000080_early_t478.5,recording_000080,early,478.5,478,0.829,-0.5,,Wipe table with paper towel and discard used towel,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t478.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t478.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t478.5_score_plot.png,annotation_ambiguity,multiple_valid_boundaries,yes,"The clip contains two consecutive transitions: discarding the used paper towel and retrieving a new towel. For the discard transition, the prediction occurs after the GT but aligns with the actual release moment, while the GT may correspond to an earlier preparation stage (hand positioned above the bin). For the subsequent towel retrieval transition, the predicted boundary appears more semantically aligned than the GT, which may be annotated prematurely before the actual grasp. This case suggests temporal ambiguity and possible annotation offset rather than a clear model localization failure.",incorrect,ambiguous_boundary_window,478.0 (discard release); ~479.5 (second-towel grasp),incorrect,discard,hover over bin; release; retrieve second towel,paper towel / tissue,gt_and_pred_pairs_mix_two_adjacent_transitions,naming_hard_negative,medium
recording_000037_early_t156.0,recording_000037,early,156,155.5,0.463,-0.5,Rinse mug under running water,,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0_score_plot.png,ontology_granularity_mismatch,extra_fine_grained_transition,yes,"The clip appears to contain multiple fine-grained phases: rinsing the mug under running water followed by turning off the water and continuing the rinse motion. The model responds to the earlier state transition before the annotated boundary, suggesting it captures a finer-grained temporal change that is not explicitly represented in the annotation. This reflects a mismatch between model-discovered temporal structure and dataset granularity rather than a simple early localization error.",weakly_supported,valid_unannotated_boundary,155.5–156.0; additional ~157.5,correct_but_coarse,rinse,turn off faucet; continue rinsing,mug,multiple_fine_phases_under_one_rinse_label,boundary_positive,high
recording_000061_early_t167.3,recording_000061,early,167.3,167,0.558,-0.3,Extract tissue from pack,Wipe table surface with tissue,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3_score_plot.png,true_positive,none,yes,Prediction is within acceptable temporal tolerance of the annotated boundary. The model correctly detects the transition from extracting the tissue to wiping the table surface. The 0.3 s early shift likely reflects the difference between transition onset and the annotated action boundary rather than a localization error.,supported,correct_acceptable_offset,167–167.3,correct,wipe,extract tissue,table surface / tissue,gt_pred_same_acceptable_offset,boundary_positive,high
recording_000080_early_t113.0,recording_000080,early,113,112.5,0.584,-0.5,,Wipe table and dispose of used tissue,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0_score_plot.png,annotation_error,incorrect_label,yes,"The temporal prediction is close to the annotated boundary, but the semantic label appears inconsistent with the observed action sequence. The clip shows disposal of the used towel followed by retrieving a second towel, whereas the annotation describes ""Wipe table and dispose of used tissue"". This indicates a label mismatch rather than a temporal localization error.",incorrect,valid_boundary_label_incorrect,112.5–113.0,incorrect,retrieve,discard used towel; pick up second towel,second paper towel / tissue,boundary_timing_valid_label_wrong,naming_hard_negative,high
recording_000022_early_t336.9,recording_000022,early,336.9,336.5,0.834,-0.4,Scrub interior of the mug,Rinse mug under running water,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000022_early_t336.9.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000022_early_t336.9_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000022_early_t336.9_score_plot.png,annotation_ambiguity,gradual_transition,yes,The transition from scrubbing to rinsing occurs gradually as the mug is moved towards the running water. The predicted boundary is only 0.4 s earlier than the annotated timestamp and remains visually plausible. No unique semantic transition frame can be identified.,supported,ambiguous_boundary_window,336.5–336.9,correct,rinse,finish scrubbing,mug,gt_pred_multiple_valid_conventions,naming_soft_positive,high
recording_000220_early_t137.8,recording_000220,early,137.8,137.5,0.583,-0.3,,Slipper pair flip cycle,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8_score_plot.png,annotation_error,spurious_boundary,no,The GT and prediction split an internal stage of one continuous slipper-pair flip cycle rather than marking a new action.,misaligned,spurious_gt_boundary,none at 137.8 under cycle-level granularity,correct_but_oversegmented,flip,flip to opposite side; flip back,slippers,gt_and_pred_spurious_internal_cycle_phase,boundary_motion_hard_negative,high
recording_000086_duplicate_t530.5,recording_000086,duplicate,530,530.5,0.772,,,,Fold a disposable mask,Fold a disposable mask,Fold a disposable mask,530,0.5,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5_score_plot.png,annotation_error,incorrect_label,yes,"The annotation label appears inconsistent with the observed video content. The video does not show folding a disposable mask. Two incidents are observed: the first likely corresponds to a camera viewpoint change without semantic action transition, while the later response may correspond to the onset of a different object interaction. The duplicate prediction is likely influenced by visual changes unrelated to the annotated action.",incorrect,valid_boundary_label_incorrect,530.5,incorrect,retrieve,camera sweep; begin object interaction,tissue / paper sheet,boundary_valid_but_gt_label_wrong_and_earlier_camera_confound,naming_hard_negative,high
recording_000150_duplicate_t234.5,recording_000150,duplicate,234,234.5,0.55,,,,Flip black rectangular object to opposite side,Flip black rectangular object to opposite side,Flip black rectangular object to opposite side,234,0.5,/workspace/tr1/results/boundary/error_audit/media/recording_000150_duplicate_t234.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000150_duplicate_t234.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000150_duplicate_t234.5_score_plot.png,annotation_error,spurious_boundary,yes,"The clip contains two visually supported flip transitions, approximately around 232.5 s and 236.0 s, separated by a prolonged period in which the object is held with its back side facing upward. The four GT edges over-segment this sequence, and the GT at 234.0 s falls within the stable holding period rather than at a visible transition. The predictions at 233.5 s and 234.5 s also occur during this holding period, so they are not two valid boundaries or a duplicate response to one valid boundary. This case reflects spurious annotation boundaries together with model responses during a non-transition state.",incorrect,spurious_gt_boundary,232.5; 236.0,correct_but_oversegmented,flip,hold; inspect,remote control,gt_and_pred_spurious_in_stable_state_between_true_flips,boundary_motion_hard_negative,high
recording_000213_duplicate_t230.5,recording_000213,duplicate,230,230.5,0.688,,,,Rinse and seat sink strainer,Rinse and seat sink strainer,Clean and replace sink drain strainer,230,0.5,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5_score_plot.png,ontology_granularity_mismatch,extra_fine_grained_transition,yes,"The earlier prediction corresponds to removing the strainer, and the 230.5 s prediction corresponds to reaching toward the faucet to begin rinsing. The second response is a distinct fine-grained transition rather than a duplicate.",weakly_supported,valid_unannotated_boundary,229.5; 230.5,correct_but_coarse,rinse,remove; reach faucet,sink strainer,two_distinct_transitions_not_duplicate,boundary_positive,high
