priority,priority_reason,event_id,recording_id,t,current_binary_role,raw_left_right_distance,nearest_other_audited_event_s,temporal_pair_subtype,pair_supervision,notes,prev_segment_label,next_segment_label,containing_segment_label,clip_path,contact_sheet_path,score_plot_path
5,remainder,recording_000431_false_mid_segment_t271.0,recording_000431,271.0,motion_hard_negative,3.2e-05,9.0,same_action_internal_motion,,,,,Wrap bowl with plastic wrap roll,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t271.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t271.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t271.0_score_plot.png
5,remainder,recording_000419_false_mid_segment_t618.0,recording_000419,618.0,motion_hard_negative,4.3e-05,12.5,same_action_internal_motion,,,,,Apply new plastic wrap to bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t618.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t618.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t618.0_score_plot.png
5,remainder,recording_000150_missed_signal_present_not_top_t34.0,recording_000150,34.0,motion_hard_negative,4.5e-05,24.5,annotation_convention,,,Flip remote control to opposite side,Flip remote control to opposite side,,/workspace/tr1/results/boundary/error_audit/media/recording_000150_missed_signal_present_not_top_t34.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000150_missed_signal_present_not_top_t34.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000150_missed_signal_present_not_top_t34.0_score_plot.png
5,remainder,recording_000105_false_gap_t505.5,recording_000105,505.5,motion_hard_negative,4.5e-05,4.0,same_action_internal_motion,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000105_false_gap_t505.5_score_plot.png
5,remainder,recording_000220_early_t137.8,recording_000220,137.5,motion_hard_negative,4.7e-05,6.0,sharp_visible_transition,,,,Slipper pair flip cycle,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t137.8_score_plot.png
5,remainder,recording_000220_early_t143.8,recording_000220,143.5,motion_hard_negative,6.1e-05,6.0,ambiguous,,,,Slipper pair flip cycle,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_early_t143.8_score_plot.png
5,remainder,recording_000419_false_mid_segment_t605.5,recording_000419,605.5,motion_hard_negative,6.1e-05,12.5,same_action_internal_motion,,,,,Apply new plastic wrap to bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t605.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t605.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t605.5_score_plot.png
5,remainder,recording_000343_false_mid_segment_t400.5,recording_000343,400.5,motion_hard_negative,6.1e-05,44.7,sharp_visible_transition,,,,,Apply liquid coating to pan with brush,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_mid_segment_t400.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_mid_segment_t400.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_mid_segment_t400.5_score_plot.png
5,remainder,recording_000422_false_mid_segment_t381.0,recording_000422,381.0,motion_hard_negative,6.1e-05,68.3,same_action_internal_motion,,,,,Adjusting bowl and plastic wrap position,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t381.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t381.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t381.0_score_plot.png
5,remainder,recording_000385_false_gap_t348.0,recording_000385,348.0,motion_hard_negative,7e-05,64.5,same_action_internal_motion,,,,,,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_gap_t348.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_gap_t348.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_gap_t348.0_score_plot.png
5,remainder,recording_000438_false_mid_segment_t224.0,recording_000438,224.0,motion_hard_negative,7.1e-05,42.0,same_action_internal_motion,,,,,Secure plastic wrap around bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t224.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t224.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t224.0_score_plot.png
5,remainder,recording_000388_false_mid_segment_t67.5,recording_000388,67.5,motion_hard_negative,7.9e-05,4.5,same_action_internal_motion,,,,,Cover bowl with plastic wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t67.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t67.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t67.5_score_plot.png
5,remainder,recording_000327_false_mid_segment_t156.0,recording_000327,156.0,motion_hard_negative,8.2e-05,144.5,sharp_visible_transition,,,,,Apply liquid to pan and spread with brush,/workspace/tr1/results/hal/batch2_media/media/recording_000327_false_mid_segment_t156.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000327_false_mid_segment_t156.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000327_false_mid_segment_t156.0_score_plot.png
5,remainder,recording_000385_false_mid_segment_t412.5,recording_000385,412.5,motion_hard_negative,9.1e-05,64.5,same_action_internal_motion,,,,,Inspect and adjust covered bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t412.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t412.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t412.5_score_plot.png
5,remainder,recording_000282_false_mid_segment_t412.5,recording_000282,412.5,motion_hard_negative,9.1e-05,80.5,same_action_internal_motion,,,,,Pack USB drive into outer box and seal the other end,/workspace/tr1/results/hal/batch2_media/media/recording_000282_false_mid_segment_t412.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000282_false_mid_segment_t412.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000282_false_mid_segment_t412.5_score_plot.png
5,remainder,recording_000080_false_gap_t169.0,recording_000080,169.0,motion_hard_negative,9.4e-05,56.5,sharp_visible_transition,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_false_gap_t169.0_score_plot.png
5,remainder,recording_000385_false_near_edge_t577.5,recording_000385,577.5,motion_hard_negative,0.000105,165.0,same_action_internal_motion,,,,,Cover bowl with new plastic wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_near_edge_t577.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_near_edge_t577.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_near_edge_t577.5_score_plot.png
5,remainder,recording_000343_false_near_edge_t222.5,recording_000343,222.5,positive,0.000116,52.0,sharp_visible_transition,,,,,Apply liquid to pan with brush,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_near_edge_t222.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_near_edge_t222.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000343_false_near_edge_t222.5_score_plot.png
5,remainder,recording_000391_false_near_edge_t242.5,recording_000391,242.5,positive,0.000118,44.5,sharp_visible_transition,,,,,Uncoil USB cable,/workspace/tr1/results/hal/batch2_media/media/recording_000391_false_near_edge_t242.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000391_false_near_edge_t242.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000391_false_near_edge_t242.5_score_plot.png
5,remainder,recording_000176_false_near_edge_t345.5,recording_000176,345.5,positive,0.000121,157.0,sharp_visible_transition,,,,,Clean and reinstall sink strainer,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_near_edge_t345.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_near_edge_t345.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000176_false_near_edge_t345.5_score_plot.png
5,remainder,recording_000471_missed_weak_signal_t485.4,recording_000471,485.4,motion_hard_negative,0.000127,,same_action_internal_motion,,,Wipe kettle lid and top cap,Wipe upper kettle body,,/workspace/tr1/results/hal/batch2_media/media/recording_000471_missed_weak_signal_t485.4.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000471_missed_weak_signal_t485.4_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000471_missed_weak_signal_t485.4_score_plot.png
5,remainder,recording_000242_missed_signal_present_not_top_t156.5,recording_000242,156.5,positive,0.000127,8.0,sharp_visible_transition,,,Close box flaps after second inspection,Seal cardboard box with tape second time,,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t156.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t156.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t156.5_score_plot.png
5,remainder,recording_000431_false_mid_segment_t470.5,recording_000431,470.5,motion_hard_negative,0.000135,30.0,same_action_internal_motion,,,,,Tuck and seal wrap around bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t470.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t470.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000431_false_mid_segment_t470.5_score_plot.png
5,remainder,recording_000388_false_mid_segment_t375.5,recording_000388,375.5,motion_hard_negative,0.000137,226.3,same_action_internal_motion,,,,,Cover bowl with wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t375.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t375.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t375.5_score_plot.png
5,remainder,recording_000196_false_mid_segment_t243.0,recording_000196,243.0,positive,0.000138,,sharp_visible_transition,,,,,Repackage portable charger and close box,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000196_false_mid_segment_t243.0_score_plot.png
5,remainder,recording_000250_exact_t272.5,recording_000250,272.5,positive,0.000143,54.2,sharp_visible_transition,,,,Remove box from plastic bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t272.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t272.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t272.5_score_plot.png
5,remainder,recording_000265_early_t605.0,recording_000265,604.5,positive,0.000144,109.5,sharp_visible_transition,,,,Remove top packing tape from cardboard box,,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t605.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t605.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t605.0_score_plot.png
5,remainder,recording_000183_false_near_edge_t355.0,recording_000183,355.0,positive,0.000147,211.0,sharp_visible_transition,,,,,Sink strainer cleaning cycle,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000183_false_near_edge_t355.0_score_plot.png
5,remainder,recording_000037_early_t156.0,recording_000037,155.5,positive,0.000147,,sharp_visible_transition,,,Rinse mug under running water,,,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000037_early_t156.0_score_plot.png
5,remainder,recording_000188_false_gap_t456.0,recording_000188,456.0,positive,0.000152,417.0,sharp_visible_transition,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000188_false_gap_t456.0_score_plot.png
5,remainder,recording_000213_late_t150.0,recording_000213,150.5,positive,0.00016,80.0,same_action_internal_motion,,,"Remove, rinse and reseat sink strainer","Remove, rinse and reseat sink strainer",,/workspace/tr1/results/boundary/error_audit/media/recording_000213_late_t150.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_late_t150.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_late_t150.0_score_plot.png
5,remainder,recording_000422_false_mid_segment_t228.5,recording_000422,228.5,motion_hard_negative,0.000169,84.2,same_action_internal_motion,,,,,Adhere plastic wrap around bowl to table,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t228.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t228.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_mid_segment_t228.5_score_plot.png
5,remainder,recording_000030_late_t387.5,recording_000030,388.0,positive,0.000176,113.5,sharp_visible_transition,,,Move water bottle from left to center position,,,/workspace/tr1/results/boundary/error_audit/media/recording_000030_late_t387.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000030_late_t387.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000030_late_t387.5_score_plot.png
5,remainder,recording_000134_false_near_edge_t562.5,recording_000134,562.5,positive,0.000176,432.5,sharp_visible_transition,,,,,Fold one tissue sheet and stack it,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t562.5_score_plot.png
5,remainder,recording_000224_missed_weak_signal_t398.0,recording_000224,398.0,positive,0.000178,30.0,sharp_visible_transition,,,Seal cardboard box with tape,,,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_weak_signal_t398.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_weak_signal_t398.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_weak_signal_t398.0_score_plot.png
5,remainder,recording_000220_missed_weak_signal_t289.5,recording_000220,289.5,motion_hard_negative,0.000181,136.5,sharp_visible_transition,,,Display footbed side of slippers,Display upper side of slippers,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t289.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t289.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t289.5_score_plot.png
5,remainder,recording_000236_missed_signal_present_not_top_t572.8,recording_000236,572.8,positive,0.000187,24.3,sharp_visible_transition,,,Close cardboard box top flaps again,,,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t572.8.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t572.8_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t572.8_score_plot.png
5,remainder,recording_000213_false_gap_t242.5,recording_000213,242.5,positive,0.000191,12.0,sharp_visible_transition,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_false_gap_t242.5_score_plot.png
5,remainder,recording_000220_missed_weak_signal_t586.4,recording_000220,586.4,motion_hard_negative,0.000195,64.4,sharp_visible_transition,,,Display upper side of slippers,Display insole side of slippers,,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t586.4.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t586.4_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000220_missed_weak_signal_t586.4_score_plot.png
5,remainder,recording_000320_false_near_edge_t461.0,recording_000320,461.0,positive,0.000195,87.0,sharp_visible_transition,,,,,Add liquid from bottle to pan,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t461.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t461.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t461.0_score_plot.png
5,remainder,recording_000385_false_mid_segment_t209.0,recording_000385,209.0,motion_hard_negative,0.000197,57.5,same_action_internal_motion,,,,,Fold and seal plastic wrap around the bowl rim,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t209.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t209.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t209.0_score_plot.png
5,remainder,recording_000431_missed_signal_present_not_top_t178.2,recording_000431,178.2,positive,0.000204,83.8,annotation_convention,,,Crumble the removed plastic wrap,,,/workspace/tr1/results/hal/batch2_media/media/recording_000431_missed_signal_present_not_top_t178.2.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000431_missed_signal_present_not_top_t178.2_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000431_missed_signal_present_not_top_t178.2_score_plot.png
5,remainder,recording_000419_false_mid_segment_t137.0,recording_000419,137.0,motion_hard_negative,0.000206,149.5,same_action_internal_motion,,,,,Wrap bowl with plastic wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t137.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t137.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_mid_segment_t137.0_score_plot.png
5,remainder,recording_000030_false_gap_t556.0,recording_000030,556.0,positive,0.000209,54.5,sharp_visible_transition,,,,,,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000030_false_gap_t556.0_score_plot.png
5,remainder,recording_000422_missed_signal_present_not_top_t312.7,recording_000422,312.7,positive,0.000215,68.3,sharp_visible_transition,,,Crumpling and wetting a small plastic wrap piece,,,/workspace/tr1/results/hal/batch2_media/media/recording_000422_missed_signal_present_not_top_t312.7.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000422_missed_signal_present_not_top_t312.7_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000422_missed_signal_present_not_top_t312.7_score_plot.png
5,remainder,recording_000265_exact_t495.0,recording_000265,495.0,positive,0.000227,109.5,sharp_visible_transition,,,,Remove box from plastic bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000265_exact_t495.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_exact_t495.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_exact_t495.0_score_plot.png
5,remainder,recording_000325_late_t40.5,recording_000325,41.0,positive,0.000229,8.5,sharp_visible_transition,,,,Apply liquid to pan with brush,,/workspace/tr1/results/hal/batch2_media/media/recording_000325_late_t40.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000325_late_t40.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000325_late_t40.5_score_plot.png
5,remainder,recording_000053_late_t207.5,recording_000053,208.0,positive,0.00023,278.0,sharp_visible_transition,,,Replace used tissue with new one,Wipe table with second tissue,,/workspace/tr1/results/boundary/error_audit/media/recording_000053_late_t207.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000053_late_t207.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000053_late_t207.5_score_plot.png
5,remainder,recording_000388_false_mid_segment_t124.5,recording_000388,124.5,motion_hard_negative,0.000232,57.0,same_action_internal_motion,,,,,Unroll plastic wrap from roll,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t124.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t124.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000388_false_mid_segment_t124.5_score_plot.png
5,remainder,recording_000438_false_mid_segment_t575.0,recording_000438,575.0,motion_hard_negative,0.000234,99.0,same_action_internal_motion,,,,,Unroll and cut plastic wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t575.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t575.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000438_false_mid_segment_t575.0_score_plot.png
5,remainder,recording_000160_exact_t207.5,recording_000160,207.5,positive,0.000245,368.0,sharp_visible_transition,,,Reinstall and adjust sink drain strainer,Remove sink drain strainer,,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t207.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t207.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t207.5_score_plot.png
5,remainder,recording_000385_false_mid_segment_t266.5,recording_000385,266.5,motion_hard_negative,0.000247,57.5,same_action_internal_motion,,,,,Unroll plastic wrap over bowl,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t266.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t266.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_false_mid_segment_t266.5_score_plot.png
5,remainder,recording_000391_late_t286.5,recording_000391,287.0,positive,0.000257,44.5,annotation_convention,,,,Recoil USB cable,,/workspace/tr1/results/hal/batch2_media/media/recording_000391_late_t286.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000391_late_t286.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000391_late_t286.5_score_plot.png
5,remainder,recording_000150_false_mid_segment_t498.5,recording_000150,498.5,positive,0.000259,264.0,sharp_visible_transition,,,,,Inspect both sides of remote control,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000150_false_mid_segment_t498.5_score_plot.png
5,remainder,recording_000061_early_t167.3,recording_000061,167.0,positive,0.000259,,sharp_visible_transition,,,Extract tissue from pack,Wipe table surface with tissue,,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000061_early_t167.3_score_plot.png
5,remainder,recording_000213_duplicate_t230.5,recording_000213,230.5,positive,0.000259,12.0,sharp_visible_transition,,,,,Rinse and seat sink strainer,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000213_duplicate_t230.5_score_plot.png
5,remainder,recording_000465_false_gap_t247.0,recording_000465,247.0,positive,0.000265,80.5,sharp_visible_transition,,,,,,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_gap_t247.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_gap_t247.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_gap_t247.0_score_plot.png
5,remainder,recording_000272_false_mid_segment_t320.0,recording_000272,320.0,positive,0.000266,47.0,sharp_visible_transition,,,,,Flatten empty box and stow in plastic bag,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t320.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t320.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t320.0_score_plot.png
5,remainder,recording_000160_exact_t575.6,recording_000160,575.5,positive,0.000273,368.0,ambiguous,,,Rinse and re-seat sink strainer,Rinse and re-seat sink strainer,,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t575.6.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t575.6_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000160_exact_t575.6_score_plot.png
5,remainder,recording_000236_missed_signal_present_not_top_t102.0,recording_000236,102.0,positive,0.000278,284.0,sharp_visible_transition,,,Open untaped cardboard box,Seal cardboard box with adhesive tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t102.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t102.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000236_missed_signal_present_not_top_t102.0_score_plot.png
5,remainder,recording_000325_exact_t594.9,recording_000325,595.0,positive,0.000298,25.5,sharp_visible_transition,,,Apply liquid layer to pan interior,,,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t594.9.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t594.9_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t594.9_score_plot.png
5,remainder,recording_000224_early_t368.5,recording_000224,368.0,positive,0.000302,30.0,sharp_visible_transition,,,,Unpack box from plastic bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000224_early_t368.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000224_early_t368.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000224_early_t368.5_score_plot.png
5,remainder,recording_000230_missed_signal_present_not_top_t632.5,recording_000230,632.5,positive,0.000315,17.5,sharp_visible_transition,,,,Assemble erect cardboard box,,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t632.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t632.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t632.5_score_plot.png
5,remainder,recording_000282_exact_t544.5,recording_000282,544.5,positive,0.000317,51.5,sharp_visible_transition,,,Flip box and open top flaps,,,/workspace/tr1/results/hal/batch2_media/media/recording_000282_exact_t544.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000282_exact_t544.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000282_exact_t544.5_score_plot.png
