event_id,instance_relation,transition_shape,relation_source,shape_source,evidence,detail
recording_000149_batch3_gt_boundary_t488.2,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000149_batch3_raw_change_peak_t425.0,same_instance,not_applicable,double_48,double_48,同一个动作：双手拿手机，右手大拇指点亮手机屏幕。,call=same prose=UNKNOWN resolved_by=call
recording_000150_duplicate_t234.5,UNKNOWN,UNKNOWN,,,,
recording_000150_false_mid_segment_t498.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000150_missed_signal_present_not_top_t34.0,UNKNOWN,UNKNOWN,,,,
recording_000150_missed_weak_signal_t9.5,same_instance,not_applicable,ontology_37,ontology_37,双手拿起遥控器并翻转属于同一个连续动作；约4秒的 pickup 是动作内部开始，不是9.5秒附近的新 task transition。,
recording_000151_batch3_gt_boundary_t64.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000152_batch3_gt_boundary_t9.5,same_action_new_instance,gap,double_48,double_48,重复遥控器操作循环：背面向上放桌面→双手短暂离开/idle→重新取回并正面检查→再放回；每次动作实例之间有明显idle，因此本次复审改为interval。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000152_batch3_raw_change_peak_t553.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000153_batch3_gt_boundary_t149.9,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000153_batch3_gt_boundary_t223.5,same_instance,not_applicable,double_48,double_48,重复同一个动作：左手拿遥控器，右手在遥控器上上下滑动。,call=same prose=same_action_new_instance resolved_by=call
recording_000153_batch3_raw_change_peak_t241.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000153_batch3_raw_change_peak_t367.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000154_batch3_gt_boundary_t223.5,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000155_batch3_gt_boundary_t195.2,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000155_batch3_raw_change_peak_t228.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000156_batch3_gt_boundary_t254.0,new_action,gradual,relation_audit_54,ontology_37,从inspect充电线转为插入/连接充电线；transition可以是gradual，但instance relation仍是不同task-level action。,confidence=3_sure
recording_000156_batch3_gt_boundary_t46.0,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000157_batch3_gt_boundary_t580.1,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000157_batch3_raw_change_peak_t632.0,new_action,UNKNOWN,relation_audit_54,,从inspect手机转为inspect手表，active target/object改变；后面没有有效动作不影响candidate两侧已发生的新action判断。,confidence=3_sure
recording_000158_batch3_gt_boundary_t622.5,same_instance,not_applicable,ontology_37,ontology_37,主动作持续不变；中间抬左手看一次手表属于短暂干扰，不应切断主任务。,
recording_000160_exact_t207.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000160_exact_t575.6,same_action_new_instance,UNKNOWN,relation_audit_54,,一轮塞子冲洗并放回后有短暂停顿，随后再次取出塞子冲洗；物体已放回并重新拿取，支持instance reset，但手没有明显离开工作区。,confidence=2_lean
recording_000161_batch3_raw_change_peak_t159.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000161_batch3_raw_change_peak_t599.0,same_instance,not_applicable,ontology_37,ontology_37,放置/取出下水道塞子、开水龙头并冲洗可视为同一个处理/清洗塞子的完整流程；开水龙头只是嵌入步骤。,
recording_000163_batch3_raw_change_peak_t397.0,same_instance,not_applicable,ontology_37,ontology_37,冲洗塞子、关水并把塞子放回水槽属于同一个处理塞子的连续流程；关水是内部步骤。,
recording_000163_batch3_raw_change_peak_t634.0,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000165_batch3_gt_boundary_t464.8,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000165_batch3_raw_change_peak_t593.0,UNKNOWN,UNKNOWN,,,,
recording_000167_batch3_raw_change_peak_t689.0,cannot_determine,UNKNOWN,relation_audit_54,,画面没有可用动作信息，无法确定candidate两侧的instance relation。,confidence=3_sure
recording_000169_batch3_gt_boundary_t350.0,same_action_new_instance,point,relation_audit_54,legacy:batch3_pair_labels_v1_relabel_v1.csv,一次塞子冲洗并放回完成后双手明显离开水槽并idle，随后重新取出塞子开始同一冲洗动作。,confidence=3_sure
recording_000169_batch3_raw_change_peak_t169.0,terminal_action_end,gap,double_48,double_48,双手取出下水道塞子、在水龙头下冲洗并放回；动作完成后双手明显离开水槽并进入idle。虽然没有后续动作，动作结束到idle构成过渡区间。,call=interval prose=terminal_action_end resolved_by=prose
recording_000170_batch3_gt_boundary_t528.2,UNKNOWN,UNKNOWN,,,,
recording_000170_batch3_gt_boundary_t634.0,same_action_new_instance,gap,double_48,double_48,下水道塞子冲洗并放回，双手明显离开水槽；随后再次取出塞子冲洗并放回。两次动作之间有明显idle/离手间隔。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000170_batch3_gt_boundary_t659.4,same_action_new_instance,point,relation_audit_54,legacy:batch3_pair_labels_v1_relabel_v1.csv,一次塞子冲洗并放回完成后双手明显离开水槽并idle，随后重新取出塞子开始下一次同类冲洗实例。,confidence=3_sure
recording_000170_batch3_raw_change_peak_t542.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000172_batch3_gt_boundary_t346.6,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000172_batch3_raw_change_peak_t374.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000173_batch3_gt_boundary_t161.6,UNKNOWN,UNKNOWN,,,,
recording_000174_batch3_raw_change_peak_t45.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000175_batch3_raw_change_peak_t160.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000175_batch3_raw_change_peak_t496.0,UNKNOWN,UNKNOWN,,,,
recording_000176_false_mid_segment_t90.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000176_false_near_edge_t345.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000176_missed_signal_present_not_top_t188.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000177_batch3_gt_boundary_t174.5,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000177_batch3_gt_boundary_t189.0,UNKNOWN,UNKNOWN,,,,
recording_000177_batch3_raw_change_peak_t102.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000178_batch3_raw_change_peak_t211.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000178_batch3_raw_change_peak_t360.0,same_instance,not_applicable,ontology_37,ontology_37,取出塞子、开水并冲洗属于同一个处理/清洗塞子的完整动作，开水龙头不单独形成 segment。,
recording_000179_batch3_gt_boundary_t688.5,terminal_action_end,point,relation_audit_54,legacy:batch3_pair_labels_v1_relabel_v1.csv,双手完成塞子冲洗并放回后，画面中没有后续有效动作；前一动作结束并保持inactive。,confidence=3_sure
recording_000179_batch3_raw_change_peak_t324.0,same_action_new_instance,gap,double_48,double_48,一次塞子冲洗并放回完成后，双手明显离开水槽，再开始下一次取出塞子冲洗；两个动作实例之间存在idle区间。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000180_batch3_gt_boundary_t392.5,same_action_new_instance,gap,double_48,double_48,一次塞子冲洗并放回完成后，双手明显离开水槽，再开始下一次取出塞子冲洗；两个动作实例之间存在idle区间。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000180_batch3_raw_change_peak_t71.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000181_exact_t93.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000181_false_near_edge_t564.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000181_late_t233.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000181_late_t73.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000182_batch3_gt_boundary_t14.0,same_instance,not_applicable,double_48,double_48,双手先idle，随后取出下水道塞子并在水龙头下冲洗，视频到这里结束；按本次复审，候选附近没有可接受的动作间boundary。,call=same prose=terminal_action_end resolved_by=call
recording_000182_batch3_raw_change_peak_t543.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000183_exact_t144.0,same_action_new_instance,point,relation_audit_54,legacy:pair_labels_v1.csv,塞子放回后双手明显idle，随后再次取出塞子并开始冲洗；上一实例完成、disengage后重新开始同类实例。,confidence=3_sure
recording_000183_false_near_edge_t355.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000184_batch3_raw_change_peak_t512.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000185_batch3_raw_change_peak_t407.0,same_instance,not_applicable,ontology_37,ontology_37,冲洗塞子、关水并放回水槽仍属于同一完整处理流程。,
recording_000185_batch3_raw_change_peak_t87.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000186_batch3_gt_boundary_t525.5,UNKNOWN,UNKNOWN,,,,
recording_000186_batch3_raw_change_peak_t427.0,same_instance,not_applicable,double_48,double_48,双手先idle，随后取出下水道塞子并在水龙头下冲洗，视频到这里结束；按本次复审，候选附近没有可接受的动作间boundary。,call=same prose=terminal_action_end resolved_by=call
recording_000187_batch3_gt_boundary_t112.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000187_batch3_gt_boundary_t319.3,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000187_batch3_raw_change_peak_t354.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000187_batch3_raw_change_peak_t367.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000188_false_gap_t456.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000188_missed_signal_present_not_top_t25.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000188_missed_signal_present_not_top_t39.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000189_batch3_gt_boundary_t296.7,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000189_batch3_raw_change_peak_t137.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000190_batch3_raw_change_peak_t524.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000190_batch3_raw_change_peak_t631.0,UNKNOWN,UNKNOWN,,,,
recording_000191_batch3_gt_boundary_t49.0,same_instance,not_applicable,double_48,double_48,左右手各拿一只碗，交替把一只碗放到另一只碗上再拿下，循环重复；属于同一个动作。,call=same prose=same_action_new_instance resolved_by=call
recording_000192_batch3_gt_boundary_t485.6,UNKNOWN,point,,ontology_37,约486秒由左手持盒、右手从盒中取充电宝，集中切换为双手持充电宝并翻面/检查/拔线；active object configuration、动作模式和双手角色同时改变。,
recording_000193_missed_signal_present_not_top_t264.2,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000195_batch3_gt_boundary_t407.2,same_instance,not_applicable,double_48,double_48,左手扶玩偶、右手擦玩偶头部；中间玩偶嘴闭上可能造成视觉变化，但主动作不变。,call=same prose=UNKNOWN resolved_by=call
recording_000195_batch3_raw_change_peak_t110.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000196_false_mid_segment_t243.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000197_batch3_raw_change_peak_t32.0,new_action,gradual,relation_audit_54,ontology_37,从inspect充电宝转为把充电宝放入盒子，task-level goal改变，中间即使没有idle也属于新动作。,confidence=3_sure
recording_000197_batch3_raw_change_peak_t96.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000200_batch3_gt_boundary_t192.0,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000200_batch3_gt_boundary_t358.8,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000201_batch3_gt_boundary_t132.1,same_action_new_instance,gap,double_48,double_48,一次下水道塞子冲洗并放回后，双手明显离开水槽；随后再次取出塞子冲洗。两个动作实例之间存在idle区间。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000201_batch3_raw_change_peak_t272.0,same_instance,not_applicable,double_48,double_48,双手取出下水道塞子、在水龙头下冲洗并放回，视频到这里结束；按本次复审，候选附近没有后续动作边界。,call=same prose=terminal_action_end resolved_by=call
recording_000201_batch3_raw_change_peak_t498.0,same_action_new_instance,point,relation_audit_54,legacy:batch3_pair_labels_v1_relabel_v1.csv,一次塞子冲洗并放回完成后双手明显离开水槽并idle，随后重新取出塞子开始下一次同类冲洗实例。,confidence=3_sure
recording_000202_batch3_gt_boundary_t49.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000202_batch3_raw_change_peak_t712.0,cannot_determine,UNKNOWN,relation_audit_54,,画面中没有有效动作信息，无法确定candidate两侧的instance relation。,confidence=3_sure
recording_000204_batch3_raw_change_peak_t484.0,same_instance,not_applicable,ontology_37,ontology_37,全程都是双手拿着塞子在水龙头下冲洗，没有 task-level transition。,
recording_000205_batch3_gt_boundary_t77.5,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000205_batch3_raw_change_peak_t420.0,terminal_action_end,gap,double_48,double_48,双手取出下水道塞子、冲洗并放回；动作完成后双手明显离开水槽并进入idle，形成动作结束到idle的过渡区间。,call=interval prose=terminal_action_end resolved_by=prose
recording_000205_batch3_raw_change_peak_t670.0,UNKNOWN,UNKNOWN,,,,
recording_000206_batch3_gt_boundary_t210.5,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000206_batch3_raw_change_peak_t183.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000206_batch3_raw_change_peak_t616.0,same_instance,not_applicable,ontology_37,ontology_37,冲洗塞子、关水并放回水槽属于同一个处理/清洗流程，关水只是内部步骤。,
recording_000207_batch3_gt_boundary_t412.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000207_batch3_gt_boundary_t472.0,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000208_batch3_gt_boundary_t610.5,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000209_batch3_gt_boundary_t155.0,UNKNOWN,UNKNOWN,,,,
recording_000209_batch3_gt_boundary_t257.0,same_action_new_instance,point,relation_audit_54,legacy:batch3_pair_labels_v1_relabel_v1.csv,一次下水道塞子冲洗并放回完成后，双手明显离开水槽并idle，随后重新取出塞子开始下一次同类冲洗实例。,confidence=3_sure
recording_000209_batch3_gt_boundary_t358.5,UNKNOWN,UNKNOWN,,,,
recording_000209_batch3_gt_boundary_t435.3,UNKNOWN,UNKNOWN,,,,
recording_000210_batch3_raw_change_peak_t451.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000211_batch3_gt_boundary_t322.2,UNKNOWN,UNKNOWN,,,,
recording_000211_batch3_raw_change_peak_t36.0,cannot_determine,UNKNOWN,relation_audit_54,,画面中没有有效动作信息，无法确定candidate两侧的instance relation。,confidence=3_sure
recording_000211_batch3_raw_change_peak_t515.0,cannot_determine,not_observable,double_48,double_48,大部分关键动作在画面外；只能看到下水道塞子在水龙头下冲洗且视频随后结束，候选处观测不足以可靠判断boundary。,call=cannot prose=cannot_determine resolved_by=call
recording_000212_batch3_gt_boundary_t502.2,new_action,point,relation_audit_54,double_48,先整理并把小包装放入大袋、合上袋口，随后把袋子倒转使小包装全部掉出并重新整理；task-level goal发生改变，虽连续但属于新动作。,confidence=3_sure
recording_000212_batch3_raw_change_peak_t228.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000212_batch3_raw_change_peak_t248.0,UNKNOWN,point,,ontology_37,把小包装放入袋子并合上盖子后，转为从袋子里倒出来；按当前颗粒度是 point-level task switch。,
recording_000212_batch3_raw_change_peak_t342.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000213_duplicate_t230.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000213_false_gap_t242.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000213_late_t150.0,same_instance,not_applicable,ontology_37,ontology_37,冲洗塞子、关水并放回水槽属于同一个完整动作；约151秒是整个动作结束附近，不把关水内部步骤单独切开。,
recording_000213_late_t43.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000214_batch3_gt_boundary_t26.8,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000214_batch3_gt_boundary_t521.0,terminal_action_end,gap,double_48,double_48,手一开始idle，随后伸向沙发下面的拖鞋，把拖鞋拿出来再放回，之后继续idle；动作前后都有明显idle，形成过渡区间。,call=interval prose=terminal_action_end resolved_by=prose
recording_000215_batch3_gt_boundary_t79.5,UNKNOWN,point,,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000216_batch3_gt_boundary_t574.0,cannot_determine,not_observable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000218_batch3_gt_boundary_t123.1,same_action_new_instance,gap,double_48,double_48,双手把两只拖鞋放入桌子抽屉；随后依次取出再放回。拖鞋放入抽屉后停留约1秒，两个动作实例之间形成过渡区间。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000218_batch3_raw_change_peak_t333.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000218_batch3_raw_change_peak_t366.0,same_action_new_instance,gap,double_48,double_48,与000218/t123.1相同：双手把两只拖鞋放入桌子抽屉，随后依次取出再放回；拖鞋放入抽屉后停留约1秒，两个动作实例之间形成过渡区间。,call=interval prose=same_action_new_instance resolved_by=prose
recording_000219_batch3_gt_boundary_t427.0,cannot_determine,not_observable,double_48,double_48,右手逐个收起桌面小盒子；中间左右手不可见并停顿约1秒，随后一次性把所有小盒子放回桌面，两个动作之间有明显间隔。,call=interval prose=cannot_determine resolved_by=prose
recording_000219_batch3_raw_change_peak_t87.0,same_instance,not_applicable,legacy:batch3_pair_labels_v1_relabel_v1.csv,legacy:batch3_pair_labels_v1_relabel_v1.csv,,
recording_000220_early_t137.8,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000220_early_t143.8,same_instance,UNKNOWN,relation_audit_54,,双手持续拿着拖鞋做重复的90度摆动与归位，中间没有release、idle或reset，属于同一连续实例。,confidence=3_sure
recording_000220_exact_t522.0,same_instance,not_applicable,ontology_37,ontology_37,始终是双手拿着拖鞋并改变朝向；快速逆时针/顺时针摆动只是同一动作内部的姿态和方向变化。,
recording_000220_false_mid_segment_t153.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000220_missed_weak_signal_t289.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000220_missed_weak_signal_t586.4,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000224_early_t368.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000224_false_mid_segment_t615.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000224_missed_signal_present_not_top_t479.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000224_missed_signal_present_not_top_t612.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000224_missed_weak_signal_t398.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_false_mid_segment_t404.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_missed_signal_present_not_top_t190.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_missed_signal_present_not_top_t253.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_missed_signal_present_not_top_t397.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_missed_signal_present_not_top_t632.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000230_missed_signal_present_not_top_t650.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_false_mid_segment_t386.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_false_mid_segment_t449.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_missed_signal_present_not_top_t102.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_missed_signal_present_not_top_t548.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_missed_signal_present_not_top_t572.8,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000236_missed_weak_signal_t547.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000242_false_mid_segment_t111.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000242_false_near_edge_t29.5,same_instance,UNKNOWN,relation_audit_54,,从黑袋取出纸盒、叠好并用胶带封盒底，整个过程连续无disengagement；按当前task granularity视为同一纸盒处理实例。,confidence=2_lean
recording_000242_late_t143.5,same_action_new_instance,point,relation_audit_54,legacy:pair_labels_v1.csv,取下盒底胶带、压扁纸盒并放回黑袋后，手明显撤开idle；随后再次准备取纸盒，支持一次完整纸盒处理实例结束后重新开始下一实例。,confidence=2_lean
recording_000242_missed_signal_present_not_top_t156.5,same_instance,point,relation_audit_54,legacy:pair_labels_v1.csv,从黑袋取出纸盒、叠好并用胶带封盒底，中间没有release或idle；按当前task granularity视为同一连续纸盒处理实例。,confidence=2_lean
recording_000242_missed_signal_present_not_top_t164.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000242_missed_weak_signal_t352.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000250_duplicate_t645.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000250_exact_t272.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000250_exact_t590.0,terminal_action_end,point,relation_audit_54,legacy:pair_labels_v1.csv,把胶带从盒底取下、压扁纸盒并放回黑袋后，描述中没有后续有效动作；暂按动作结束且无后续实例处理。,confidence=2_lean
recording_000250_exact_t629.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000250_missed_signal_present_not_top_t218.3,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_early_t605.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_early_t88.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_exact_t495.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_false_mid_segment_t315.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_false_near_edge_t165.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000265_missed_signal_present_not_top_t298.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_early_t576.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_false_mid_segment_t320.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_false_mid_segment_t618.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_missed_signal_present_not_top_t265.9,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_missed_weak_signal_t367.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000272_missed_weak_signal_t577.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000282_exact_t544.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000282_false_mid_segment_t204.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000282_false_mid_segment_t412.5,same_instance,not_applicable,ontology_37,ontology_37,全程是在用胶带封住纸箱开口，属于同一个封箱动作。,
recording_000282_missed_signal_present_not_top_t493.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000320_exact_t548.2,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000320_false_near_edge_t41.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000320_false_near_edge_t461.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000325_exact_t461.8,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000325_exact_t594.9,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000325_false_mid_segment_t569.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000325_late_t40.5,same_action_new_instance,point,relation_audit_54,legacy:pair_labels_v1.csv,打开瓶子、倒液体并搅拌的一轮操作完成后手明显idle，随后再次打开瓶盖并倒液体，属于同一动作序列的新实例。,confidence=3_sure
recording_000325_missed_signal_present_not_top_t136.5,UNKNOWN,UNKNOWN,,,,
recording_000325_missed_signal_present_not_top_t32.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000327_duplicate_t11.5,same_action_new_instance,UNKNOWN,relation_audit_54,,一轮开瓶、倒液体并搅拌后手明显idle，随后再次打开瓶盖开始下一轮同类操作，存在清晰reset和re-engagement。,confidence=3_sure
